ID,Url,Price,Name,Manufacturer,Image,Image_Url,Is_ATX12V,Efficiency,Modular,Dimensions
11,https://www.jimms.fi/fi/Product/Show/186330/ps-tpd-0850fnfage-4/thermaltake-850w-toughpower-gf3-tt-premium-edition-atx-virtalahde-pcie-5-0-80-plus-gold-musta,199.9,850w toughpower gf3 - tt premium edition,Thermaltake,PSU_409307-ig800gg.jpg,https://ic.jimms.fi/product/0/2/409307-ig800gg.jpg,,Täyttää 80 plus gold -vaatimukset @ 115vac sisääntulolla,Modular,150 x 86 x 160 mm
12,https://www.jimms.fi/fi/Product/Show/171042/mpe-5001-acabn-eu/cooler-master-500w-elite-500-v4-atx-virtalahde-80-plus-musta,62.9,500w elite 500 v4,Cooler Master,PSU_328808-ig800gg.jpg,https://ic.jimms.fi/product/0/1/328808-ig800gg.jpg,,85 % @ typical load,No,140 x 150 x 86 mm
13,https://www.jimms.fi/fi/Product/Show/172899/bn295/be-quiet-700w-pure-power-11-atx-virtalahde-80-plus-gold-musta,116.9,700w pure power 11,be quiet!,PSU_339021-ig800gg.jpg,https://ic.jimms.fi/product/2/8/339021-ig800gg.jpg,,Gold,No,120mm
14,https://www.jimms.fi/fi/Product/Show/175120/gp-ap1200pm/gigabyte-1200w-aorus-p1200w-modulaarinen-atx-virtalahde-80-plus-platinum-musta,399,1200w aorus p1200w,Gigabyte,PSU_350110-ig800gg.jpg,https://ic.jimms.fi/product/1/9/350110-ig800gg.jpg,,Platinum,Modular,150 x 160 x 86 mm
15,https://www.jimms.fi/fi/Product/Show/181554/sst-sx750-g/silverstone-750w-sx750-gold-modulaarinen-sfx-virtalahde-80-plus-gold-musta,179,750w sx750 gold,SilverStone,PSU_383887-ig800gg.jpg,https://ic.jimms.fi/product/8/2/383887-ig800gg.jpg,,87 %  ~ 90% (@ 20 % ~ 100 % kuormalla),,"125 x 63,5 x 100 mm"
16,https://www.jimms.fi/fi/Product/Show/172903/bn298/be-quiet-600w-pure-power-11-cm-semimodulaarinen-atx-virtalahde-80-plus-gold-musta,99.9,600w pure power 11 cm,be quiet!,PSU_339033-ig800gg.jpg,https://ic.jimms.fi/product/3/6/339033-ig800gg.jpg,,Gold,Yes,120mm
17,https://www.jimms.fi/fi/Product/Show/184052/mpg-6501-afbap-xeu/cooler-master-650w-xg650-plus-modulaarinen-atx-virtalahde-80-plus-platinum-musta,289,650w xg650 plus,Cooler Master,PSU_397085-ig800gg.jpg,https://ic.jimms.fi/product/8/4/397085-ig800gg.jpg,,92% typical load,Fully modular,160 x 150 x 86 mm
18,https://www.jimms.fi/fi/Product/Show/175234/ps-tpd-0850fnfage-1/thermaltake-850w-toughpower-gf1-tt-premium-edition-modulaarinen-atx-virtalahde-80-plus-gold-musta,165,850w toughpower gf1 - tt premium edition,Thermaltake,PSU_350509-ig800gg.jpg,https://ic.jimms.fi/product/0/0/350509-ig800gg.jpg,,Täyttää 80 plus gold at 115vac sisääntulolla,Modular,150 x 86 x 160 mm
19,https://www.jimms.fi/fi/Product/Show/184138/fd-p-ia2p-660-eu/fractal-design-660w-ion-2-platinum-modulaarinen-atx-virtalahde-80-plus-platinum-musta-gunmetal,169.9,660w ion+ 2 platinum,Fractal Design,PSU_397577-ig800gg.jpg,https://ic.jimms.fi/product/7/2/397577-ig800gg.jpg,True,Platinum,Fully modular,150 x 150 x 86 mm
20,https://www.jimms.fi/fi/Product/Show/194043/kl-r1200fg/kolink-1200w-regulator-atx-virtalahde-80-plus-gold-musta,159.9,1200w regulator,Kolink,PSU_465803-ig800gg.jpg,https://ic.jimms.fi/product/0/6/465803-ig800gg.jpg,True,Tba,Modular,140 x 86 x 150 mm
21,https://www.jimms.fi/fi/Product/Show/196938/sst-da850r-gma/silverstone-850w-da850r-gold-atx-virtalahde-80-plus-gold-musta,139.9,850w da850r gold,SilverStone,PSU_466659-ig800gg.jpg,https://ic.jimms.fi/product/5/0/466659-ig800gg.jpg,,>/= 87 % & < 89 %,Modular,150 x 86 x 140 mm
22,https://www.jimms.fi/fi/Product/Show/193965/bn346/be-quiet-1200w-pure-power-12-m-atx-virtalahde-pcie-5-0-80-plus-gold-musta,229.9,1200w pure power 12 m,be quiet!,PSU_449234-ig800gg.jpg,https://ic.jimms.fi/product/3/5/449234-ig800gg.jpg,,Gold,Yes,120 mm
23,https://www.jimms.fi/fi/Product/Show/193781/bn340/be-quiet-1500w-straight-power-12-atx-3-0-virtalahde-80-plus-platinum-musta,399.9,1500w straight power 12,be quiet!,PSU_448039-ig800gg.jpg,https://ic.jimms.fi/product/3/0/448039-ig800gg.jpg,,Platinum,Yes,135 mm
24,https://www.jimms.fi/fi/Product/Show/192927/r-px850g-fc0b-eu/deepcool-850w-px850g-atx-virtalahde-80-plus-gold-musta,169.9,850w px850g,DeepCool,PSU_443349-ig800gg.jpg,https://ic.jimms.fi/product/4/0/443349-ig800gg.jpg,True,80 plus gold / cybenetics gold,Modular,150 x 160 x 86 mm
25,https://www.jimms.fi/fi/Product/Show/183146/r-pf500d-ha0b-eu/deepcool-500w-pf500-atx-virtalahde-80-plus-musta,59.9,500w pf500,DeepCool,PSU_392692-ig800gg.jpg,https://ic.jimms.fi/product/9/7/392692-ig800gg.jpg,,80 plus white,False,150 x 140 x 86 mm
26,https://www.jimms.fi/fi/Product/Show/180958/b12-bc-550/seasonic-550w-b12-bc-550-atx-virtalahde-80-plus-bronze-musta,72.9,550w b12 bc-550,Seasonic,PSU_389709-ig800gg.jpg,https://ic.jimms.fi/product/0/0/389709-ig800gg.jpg,True,Bronze,Kiinteät kaapelit,140 x 150 x 86 mm
27,https://www.jimms.fi/fi/Product/Show/188573/sst-ex850r-pm/silverstone-850w-extreme-850r-platinum-sfx-virtalahde-pcie-5-0-cybenetics-platinum-musta,259.9,850w extreme 850r platinum,SilverStone,PSU_420954-ig800gg.jpg,https://ic.jimms.fi/product/5/5/420954-ig800gg.jpg,,≥ 89 % & < 91 % overall efficiency,,"125 x 63,5 x 100 mm"
28,https://www.jimms.fi/fi/Product/Show/153201/focus-gx-650/seasonic-650w-focus-gx-650-modulaarinen-atx-virtalahde-80-plus-gold-musta,129.9,650w focus gx-650,Seasonic,PSU_250148-ig800gg.jpg,https://ic.jimms.fi/product/4/1/250148-ig800gg.jpg,True,Gold,Fully modular,140 x 150 x 86 mm
29,https://www.jimms.fi/fi/Product/Show/191247/cp-9020263-eu/corsair-850w-rm850e-atx-virtalahde-pcie-5-0-valmis-80-plus-gold-musta,144.9,850w rm850e,Corsair,PSU_434348-ig800gg.jpg,https://ic.jimms.fi/product/4/1/434348-ig800gg.jpg,True,Tba,Modular,150 x 140 x 86 mm
30,https://www.jimms.fi/fi/Product/Show/190100/cp-9020252-eu/corsair-850w-rm850x-shift-atx-virtalahde-pcie-5-0-valmis-80-plus-gold-musta,184.9,850w rm850x shift,Corsair,PSU_428120-ig800gg.jpg,https://ic.jimms.fi/product/2/9/428120-ig800gg.jpg,,Gold,Modular,140 mm
31,https://www.jimms.fi/fi/Product/Show/184141/fd-p-aa1b-550-eu/fractal-design-550w-anode-bronze-puolimodulaarinen-atx-virtalahde-80-plus-bronze-musta,99.9,550w anode bronze,Fractal Design,PSU_397625-ig800gg.jpg,https://ic.jimms.fi/product/2/4/397625-ig800gg.jpg,True,Bronze,Puolimodulaarinen,140 x 150 x 86 mm
32,https://www.jimms.fi/fi/Product/Show/167258/acpw-ar50aec-11/aerocool-500w-aero-white-atx-virtalahde-80-plus-white-musta,56.9,500w aero white,Aerocool,PSU_310328-ig800gg.jpg,https://ic.jimms.fi/product/2/1/310328-ig800gg.jpg,True,"Maks. 87 % @ 50 % kuormalla, 80 plus -sertifikaatti",False,150 x 86 x 140 mm
33,https://www.jimms.fi/fi/Product/Show/190104/bn333/be-quiet-750w-dark-power-13-atx-virtalahde-pcie-5-0-80-plus-titanium-musta,234.9,750w dark power 13,be quiet!,PSU_428152-ig800gg.jpg,https://ic.jimms.fi/product/5/7/428152-ig800gg.jpg,,Titanium,Yes,135 mm
34,https://www.jimms.fi/fi/Product/Show/157612/4711173874171/seasonic-850w-prime-px-850-modulaarinen-atx-virtalahde-80-plus-platinum-musta,269.9,850w prime px-850,Seasonic,PSU_267839-ig800gg.jpg,https://ic.jimms.fi/product/3/0/267839-ig800gg.jpg,True,Platinum,Fully modular,170 x 150 x 86 mm
35,https://www.jimms.fi/fi/Product/Show/185383/rog-loki-850p-sfx-l-gaming/asus-850w-rog-loki-platinum-modulaarinen-sfx-l-virtalahde-pcie-5-0-musta-hopea,239.9,850w rog loki platinum,Asus,PSU_403740-ig800gg.jpg,https://ic.jimms.fi/product/4/9/403740-ig800gg.jpg,,80 plus platinum,,"125 x 125 x 63,5 mm"
36,https://www.jimms.fi/fi/Product/Show/171082/sst-ad120-dc/silverstone-ad120-dc-120w-dc-dc-levy-ja-120w-ac-dc-adapterisarja-musta,84.9,Ad120-dc,SilverStone,PSU_329019-ig800gg.jpg,https://ic.jimms.fi/product/1/0/329019-ig800gg.jpg,,,,160 x 25 x 45 mm
37,https://www.jimms.fi/fi/Product/Show/171992/fd-p-ia2g-550-eu/fractal-design-550w-ion-gold-modulaarinen-atx-virtalahde-80-plus-gold-musta,106.9,550w ion gold,Fractal Design,PSU_334549-ig800gg.jpg,https://ic.jimms.fi/product/4/0/334549-ig800gg.jpg,True,Gold,Fully modular,150 x 86 x 150 mm
38,https://www.jimms.fi/fi/Product/Show/149153/kl-c1200pl-b/kolink-1200w-continuum-moduularinen-atx-virtalahde-80-plus-platinum-musta,219.9,1200w continuum,Kolink,PSU_232319-ig800gg.jpg,https://ic.jimms.fi/product/1/0/232319-ig800gg.jpg,True,Väh. 94/92/90 % @ 50/20/100 % kuormalla 230v verkossa. täyttää 80 plus platinum -vaatimukset.,Modular,150 x 86 x 180 mm
39,https://www.jimms.fi/fi/Product/Show/168672/mpy-750v-afbag-eu/cooler-master-750w-v750-gold-v2-modulaarinen-atx-virtalahde-80-plus-gold-musta,139.9,750w v750 gold v2,Cooler Master,PSU_317339-ig800gg.jpg,https://ic.jimms.fi/product/3/0/317339-ig800gg.jpg,,90% @ typically,Fully modular,160 x 150 x 86 mm
40,https://www.jimms.fi/fi/Product/Show/184142/fd-p-aa1b-650-eu/fractal-design-650w-anode-bronze-puolimodulaarinen-atx-virtalahde-80-plus-bronze-musta,109.9,650w anode bronze,Fractal Design,PSU_397638-ig800gg.jpg,https://ic.jimms.fi/product/3/1/397638-ig800gg.jpg,True,Bronze,Puolimodulaarinen,140 x 150 x 86 mm
41,https://www.jimms.fi/fi/Product/Show/172897/bn293/be-quiet-500w-pure-power-11-atx-virtalahde-80-plus-gold-musta,83.9,500w pure power 11,be quiet!,PSU_339005-ig800gg.jpg,https://ic.jimms.fi/product/0/4/339005-ig800gg.jpg,,Gold,No,120mm
42,https://www.jimms.fi/fi/Product/Show/184044/mpg-7501-afbap-eu/cooler-master-750w-xg750-modulaarinen-atx-virtalahde-80-plus-platinum-musta,216,750w xg750,Cooler Master,PSU_397028-ig800gg.jpg,https://ic.jimms.fi/product/2/1/397028-ig800gg.jpg,,92% typical load,Fully modular,160 x 150 x 86 mm
43,https://www.jimms.fi/fi/Product/Show/193607/r-px850g-fc0w-eu/deepcool-850w-px850g-atx-virtalahde-80-plus-gold-valkoinen,179.9,850w px850g,DeepCool,PSU_447146-ig800gg.jpg,https://ic.jimms.fi/product/4/3/447146-ig800gg.jpg,True,80 plus gold / cybenetics gold,Modular,150 x 160 x 86 mm
44,https://www.jimms.fi/fi/Product/Show/153653/kl-g600fm/kolink-600w-enclave-80-plus-gold-virtalahde-modulaarinen,84.9,600w enclave 80 plus gold virtalähde,Kolink,PSU_252233-ig800gg.jpg,https://ic.jimms.fi/product/3/6/252233-ig800gg.jpg,,80+ gold,Modular,120mm
45,https://www.jimms.fi/fi/Product/Show/172533/cp-9020199-eu/corsair-750w-rm750x-2021-modulaarinen-atx-virtalahde-80-plus-gold-musta,154.9,750w rm750x (2021),Corsair,PSU_337351-ig800gg.jpg,https://ic.jimms.fi/product/5/8/337351-ig800gg.jpg,True,80 plus gold,Yes,Atx
46,https://www.jimms.fi/fi/Product/Show/190862/bn345/be-quiet-1000w-pure-power-12-m-atx-virtalahde-pcie-5-0-80-plus-gold-musta,194.9,1000w pure power 12 m,be quiet!,PSU_432100-ig800gg.jpg,https://ic.jimms.fi/product/0/9/432100-ig800gg.jpg,,Gold,Yes,120 mm
47,https://www.jimms.fi/fi/Product/Show/168670/mpy-650v-afbag-eu/cooler-master-650w-v650-gold-v2-modulaarinen-atx-virtalahde-80-plus-gold-musta,126.9,650w v650 gold v2,Cooler Master,PSU_317331-ig800gg.jpg,https://ic.jimms.fi/product/3/8/317331-ig800gg.jpg,,90% @ typically,Fully modular,160 x 150 x 86 mm
48,https://www.jimms.fi/fi/Product/Show/187110/sst-da850-g/silverstone-850w-da850-gold-modulaarinen-atx-virtalahde-80-plus-gold,144.9,850w da850 gold,SilverStone,PSU_413449-ig800gg.jpg,https://ic.jimms.fi/product/4/0/413449-ig800gg.jpg,,87 % ~ 90 % (at 20 % ~ 100 % kuormalla),Modular,150 x 86 x 140 mm
49,https://www.jimms.fi/fi/Product/Show/164557/bn312/be-quiet-1500w-dark-power-pro-12-modulaarinen-atx-virtalahde-80-plus-titanium,469.9,1500w dark power pro 12,be quiet!,PSU_296349-ig800gg.jpg,https://ic.jimms.fi/product/4/0/296349-ig800gg.jpg,,Titanium,Yes,135mm
50,https://www.jimms.fi/fi/Product/Show/181939/mpe-c501-afcag-eu/cooler-master-1250w-mwe-gold-1250-v2-modulaarinen-atx-virtalahde-80-plus-gold-musta,299.9,1250w mwe gold 1250 v2,Cooler Master,PSU_385960-ig800gg.jpg,https://ic.jimms.fi/product/6/9/385960-ig800gg.jpg,,>/= 90% typical load,Fully modular,180 x 150 x 86 mm
51,https://www.jimms.fi/fi/Product/Show/186440/bn326/be-quiet-450w-system-power-10-atx-virtalahde-80-plus-bronze-musta,56.9,450w system power 10,be quiet!,PSU_409954-ig800gg.jpg,https://ic.jimms.fi/product/5/5/409954-ig800gg.jpg,,Bronze,-,120 mm
52,https://www.jimms.fi/fi/Product/Show/140904/ps-trs-0700npcweu-2/thermaltake-700w-tr2-s-atx-virtalahde-80-plus-musta,72,700w tr2 s,Thermaltake,PSU_200026-ig800gg.jpg,https://ic.jimms.fi/product/2/3/200026-ig800gg.jpg,True,"Väh. 85/82/82 % @ 50/20/100 % kuormalla, 80 plus 230v eu -sertifikaatti",False,
53,https://www.jimms.fi/fi/Product/Show/183147/r-pf600d-ha0b-eu/deepcool-600w-pf600-atx-virtalahde-80-plus-musta,64.9,600w pf600,DeepCool,PSU_392700-ig800gg.jpg,https://ic.jimms.fi/product/0/9/392700-ig800gg.jpg,,80 plus white,False,150 x 140 x 86 mm
54,https://www.jimms.fi/fi/Product/Show/74707/sst-st45sf-g/silverstone-450w-strider-80-plus-gold-atx-sfx,112.9,450w strider,SilverStone,PSU_68944-ig800gg.jpg,https://ic.jimms.fi/product/4/5/68944-ig800gg.jpg,,87~90% (20%-100% kuorma),Modular,125 x 63.5 x 100mm
55,https://www.jimms.fi/fi/Product/Show/179958/mpg-a1000g/msi-1000w-mpg-a1000g-modulaarinen-atx-virtalahde-80-plus-gold-musta,204.9,1000w mpg a1000g,MSI,PSU_374835-ig800gg.jpg,https://ic.jimms.fi/product/3/4/374835-ig800gg.jpg,,Enintään 90 % (80 plus gold),Fully modular,140 mm
56,https://www.jimms.fi/fi/Product/Show/166957/sst-st1500-ti-v1-1/silverstone-1500w-st1500-ti-modulaarinen-atx-virtalahde-80-plus-titanium-musta,359.9,1500w,SilverStone,PSU_308783-ig800gg.jpg,https://ic.jimms.fi/product/8/6/308783-ig800gg.jpg,,90 % ~ 94 % @ 20 %  ~ 100 % kuormalla,Modular,150 x 86 x 180 mm
57,https://www.jimms.fi/fi/Product/Show/196842/ps-spd-0850mnfabe-3/thermaltake-850w-smart-bm3-bronze-tt-premium-edition-semimodulaarinen-atx-virtalahde-80-plus-bronze-musta,134.9,850w smart bm3 bronze - tt premium edition,Thermaltake,PSU_466034-ig800gg.jpg,https://ic.jimms.fi/product/3/5/466034-ig800gg.jpg,,Täyttää 80 plus bronze -vaatimukset @ 115vac sisääntulolla,Modular,150 x 86 x 140 mm
58,https://www.jimms.fi/fi/Product/Show/186344/vertex-gx-1200/seasonic-1200w-vertex-gx-1200-atx-virtalahde-pcie-5-0-80-plus-gold-musta,299.9,1200w vertex gx-1200,Seasonic,PSU_409456-ig800gg.jpg,https://ic.jimms.fi/product/5/3/409456-ig800gg.jpg,,Gold,Modular,160 x 150 x 86 mm
59,https://www.jimms.fi/fi/Product/Show/172823/220-gt-1000-x2/evga-1000w-supernova-1000-gt-modulaarinen-atx-virtalahde-80-plus-gold-musta,224.9,1000w supernova 1000 gt,EVGA,PSU_367118-ig800gg.jpg,https://ic.jimms.fi/product/1/1/367118-ig800gg.jpg,,Tba,Fully modular,1000w
60,https://www.jimms.fi/fi/Product/Show/184045/mpg-6501-afbap-eu/cooler-master-650w-xg650-modulaarinen-atx-virtalahde-80-plus-platinum-musta,199,650w xg650,Cooler Master,PSU_397040-ig800gg.jpg,https://ic.jimms.fi/product/4/9/397040-ig800gg.jpg,,92% typical load,Fully modular,160 x 150 x 86 mm
61,https://www.jimms.fi/fi/Product/Show/191248/cp-9020262-eu/corsair-750w-rm750e-atx-virtalahde-pcie-5-0-valmis-80-plus-gold-musta,134.9,750w rm750e,Corsair,PSU_434355-ig800gg.jpg,https://ic.jimms.fi/product/5/4/434355-ig800gg.jpg,True,Tba,Modular,150 x 140 x 86 mm
62,https://www.jimms.fi/fi/Product/Show/191807/gp-ud750gm/gigabyte-750w-ud750gm-atx-virtalahde-80-plus-gold-musta,109.9,750w ud750gm,Gigabyte,PSU_438332-ig800gg.jpg,https://ic.jimms.fi/product/3/7/438332-ig800gg.jpg,,Gold,Modular,150 x 140 x 86 mm
63,https://www.jimms.fi/fi/Product/Show/193241/focus-gx-750-atx30/seasonic-750w-focus-gx-750-atx-3-0-virtalahde-80-plus-gold-musta,149.9,750w focus gx-750 atx 3.0 -virtalähde,Seasonic,PSU_458084-ig800gg.jpg,https://ic.jimms.fi/product/8/5/458084-ig800gg.jpg,,Gold,Fully modular,140 x 150 x 86 mm
64,https://www.jimms.fi/fi/Product/Show/186442/bn328/be-quiet-650w-system-power-10-atx-virtalahde-80-plus-bronze-musta,77.9,650w system power 10,be quiet!,PSU_409960-ig800gg.jpg,https://ic.jimms.fi/product/6/9/409960-ig800gg.jpg,,Bronze,-,120 mm
65,https://www.jimms.fi/fi/Product/Show/133702/sst-st1100-ti/silverstone-1100w-strider-titanium-modulaarinen-atx-virtalahde,349.9,1100w strider titanium,SilverStone,PSU_175743-ig800gg.jpg,https://ic.jimms.fi/product/4/6/175743-ig800gg.jpg,True,90 ~ 94% @ 10 ~ 100 % kuormituksella,Modular,150 x 86 x 180 mm
66,https://www.jimms.fi/fi/Product/Show/181390/r-pq850m-fa0b-eu/deepcool-850w-pq850m-modulaarinen-atx-virtalahde-80-plus-gold-musta,175.9,850w pq850m,DeepCool,PSU_383123-ig800gg.jpg,https://ic.jimms.fi/product/2/6/383123-ig800gg.jpg,True,Gold,Modular,150 x 140 x 86 mm
67,https://www.jimms.fi/fi/Product/Show/125504/st-nano160/streacom-160w-nanopsu-tuulettimeton-virtalahde,110.9,160w nanopsu,Streacom,PSU_151448-ig800gg.jpg,https://ic.jimms.fi/product/4/1/151448-ig800gg.jpg,,,,54 x 26 x 18mm (54 x 37 x 18mm sisältäen atx-liittimen)
68,https://www.jimms.fi/fi/Product/Show/167387/acpw-ce70aec-11/aerocool-700w-cylon-atx-virtalahde-80-plus-musta,59.9,700w cylon,Aerocool,PSU_310887-ig800gg.jpg,https://ic.jimms.fi/product/8/2/310887-ig800gg.jpg,True,"Maks. 85 % @ 50 % kuormalla, 80 plus -sertifikaatti",False,150 x 86 x 140 mm
69,https://www.jimms.fi/fi/Product/Show/176452/dp-gd-dq850-m-v2l/deepcool-850w-dq850-m-v2l-modulaarinen-atx-virtalahde-80-plus-gold-musta,139.9,850w dq850-m-v2l,DeepCool,PSU_356964-ig800gg.jpg,https://ic.jimms.fi/product/6/5/356964-ig800gg.jpg,,80 plus gold,Modular,150 x 160 x 86 mm
70,https://www.jimms.fi/fi/Product/Show/181391/r-pqa00m-fa0b-eu/deepcool-1000w-pq1000m-modulaarinen-atx-virtalahde-80-plus-gold-musta,229.9,1000w pq1000m,DeepCool,PSU_383128-ig800gg.jpg,https://ic.jimms.fi/product/2/1/383128-ig800gg.jpg,True,Gold,Modular,150 x 140 x 86 mm
71,https://www.jimms.fi/fi/Product/Show/142307/bn206/be-quiet-300w-system-power-b9-bulk-atx-virtalahde-80-plus-harmaa,41,300w system power b9 (bulk),be quiet!,PSU_206219-ig800gg.jpg,https://ic.jimms.fi/product/1/0/206219-ig800gg.jpg,,Standard (230v eu internal),No,86 x 150 x 140 mm
72,https://www.jimms.fi/fi/Product/Show/196882/mpx-7503-afag-beu/cooler-master-750w-gx-iii-gold-750-atx-virtalahde-80-plus-gold-musta,199.9,750w gx iii gold 750,Cooler Master,PSU_466312-ig800gg.jpg,https://ic.jimms.fi/product/1/7/466312-ig800gg.jpg,,>/= 90 % @ typical load,Fully modular,160 x 150 x 86 mm
73,https://www.jimms.fi/fi/Product/Show/164556/bn311/be-quiet-1200w-dark-power-pro-12-modulaarinen-atx-virtalahde-80-plus-titanium,429.9,1200w dark power pro 12,be quiet!,PSU_296342-ig800gg.jpg,https://ic.jimms.fi/product/4/7/296342-ig800gg.jpg,,Titanium,Yes,135mm
74,https://www.jimms.fi/fi/Product/Show/179382/focus-spx-650/seasonic-650w-focus-spx-650-2021-modulaarinen-sfx-virtalahde-80-plus-platinum-musta,189.9,650w focus spx-650 (2021),Seasonic,PSU_371945-ig800gg.jpg,https://ic.jimms.fi/product/4/4/371945-ig800gg.jpg,True,Platinum,Fully modular,"100 x 125 x 63,5  mm"
75,https://www.jimms.fi/fi/Product/Show/147094/ps-spr-0600nhsawe-1/thermaltake-600w-smart-rgb-atx-virtalahde-80-plus-musta,83,600w smart rgb,Thermaltake,PSU_224096-ig800gg.jpg,https://ic.jimms.fi/product/9/3/224096-ig800gg.jpg,True,87%,False,Atx
76,https://www.jimms.fi/fi/Product/Show/193173/prime-tx-1600-atx30/seasonic-1600w-prime-tx-1600-atx-3-0-virtalahde-80-plus-titanium-musta,619.9,1600w prime tx-1600 atx 3.0 -virtalähde,Seasonic,PSU_461884-ig800gg.jpg,https://ic.jimms.fi/product/8/5/461884-ig800gg.jpg,,Titanium,Fully modular,210 x 150 x 86 mm
77,https://www.jimms.fi/fi/Product/Show/196008/sst-da850r-gm/silverstone-850w-da850r-gold-modulaarinen-atx-virtalahde-80-plus-gold-musta,159.9,850w da850r gold,SilverStone,PSU_461102-ig800gg.jpg,https://ic.jimms.fi/product/0/7/461102-ig800gg.jpg,,>/= 87 % & < 89 %,Modular,150 x 86 x 140 mm
78,https://www.jimms.fi/fi/Product/Show/153203/focus-gx-850/seasonic-850w-focus-gx-850-modulaarinen-atx-virtalahde-80-plus-gold-musta,169.9,850w focus gx-850,Seasonic,PSU_250166-ig800gg.jpg,https://ic.jimms.fi/product/6/3/250166-ig800gg.jpg,True,Gold,Fully modular,140 x 150 x 86 mm
79,https://www.jimms.fi/fi/Product/Show/172535/cp-9020201-eu/corsair-1000w-rm1000x-2021-modulaarinen-atx-virtalahde-80-plus-gold-musta,199.9,1000w rm1000x (2021),Corsair,PSU_337373-ig800gg.jpg,https://ic.jimms.fi/product/7/6/337373-ig800gg.jpg,True,80 plus gold,Yes,Atx
80,https://www.jimms.fi/fi/Product/Show/167277/acpb-ar55aec-1m/aerocool-550w-aero-bronze-550m-modulaarinen-atx-virtalahde-80-plus-bronze-musta,72.9,550w aero bronze 550m,Aerocool,PSU_310414-ig800gg.jpg,https://ic.jimms.fi/product/1/5/310414-ig800gg.jpg,True,"Maks. 90 % @ 50 % kuormalla, 80 plus bronze -sertifikaatti",Fully modular,150 x 86 x 140 mm
